EMPCT;CONVOCADO;MATRICULADO
6201;S;S
22319;S;S
42417;S;
22268;S;S
67838;S;S
2606;S;S
21828;S;S
52082;S;
27793;S;S
19379;S;
57347;S;S
13698;S;S
8658;S;S
42175;S;S
65125;S;S
59983;S;
9650;S;S
31392;S;S
65783;S;S
19882;S;
24881;S;S
12406;S;S
8507;S;S
6136;S;
51451;S;
53935;S;S
25214;S;S
57571;S;
50034;S;S
71727;S;
6528;S;S
23222;S;
41982;S;S
62814;S;
3914;S;
3914;S;S
42114;S;
4999;S;S
22123;S;
41084;S;
42107;S;S
27717;S;S
3385;S;S
46036;S;
24019;S;S
67188;S;S
3084;S;S
7991;S;S
64596;S;S
5101;S;S
41928;S;
31463;S;
9141;S;
28482;S;S
42791;S;S
6139;S;
42547;S;
18838;S;
27646;S;S
32759;S;S
28225;S;S
73307;S;S
52715;S;
21645;S;S
39154;S;S
9922;S;S
63855;S;
5610;S;S
23010;S;S
39187;S;S
6410;S;S
29534;S;
41030;S;
66033;S;S
38802;S;S
29413;S;S
46212;S;
630;S;
6422;S;S
6228;S;S
6113;S;S
71510;S;S
31396;S;
31396;S;S
12637;S;
49801;S;S
5953;S;S
6625;S;
31435;S;
13868;S;S
37743;S;S
71862;S;S
63317;S;
24012;S;
56372;S;
41266;S;
63410;S;
22377;S;S
5660;S;S
57382;S;
57196;S;S
17259;S;
22261;S;S
46025;S;
32830;S;S
7565;S;
7565;S;S
6829;S;S
41869;S;S
63288;S;S
9433;S;S
22334;S;S
42243;S;
38868;S;S
6402;S;
42375;S;S
9327;S;S
6172;S;S
42408;S;
72040;S;
10177;S;
22068;S;
5981;S;S
42473;S;
17185;S;
131;S;S
28123;S;
42526;S;S
21216;S;S
39151;S;
53458;S;
32792;S;
42229;S;S
29333;S;
6548;S;S
6852;S;
6038;S;
15138;S;S
49753;S;
6437;S;S
13341;S;S
4239;S;
4239;S;S
5776;S;S
53618;S;
42389;S;
6266;S;S
6417;S;S
71829;S;S
10271;S;S
70256;S;
32245;S;
6193;S;S
25160;S;S
7682;S;S
23957;S;
42316;S;
5911;S;
66771;S;
41149;S;
41149;S;
66741;S;
50451;S;
27772;S;
5466;S;S
56578;S;
9670;S;S
50481;S;
5196;S;
15256;S;
5506;S;
29188;S;S
19702;S;S
6656;S;S
29445;S;S
9743;S;
65807;S;S
8823;S;S
19987;S;S
22312;S;S
10350;S;S
22642;S;
6585;S;
6585;S;S
9645;S;S
41998;S;
71729;S;
8565;S;S
8829;S;
4146;S;
20022;S;S
6058;S;S
14655;S;
19715;S;S
63319;S;
16211;S;
8602;S;S
49590;S;
6674;S;S
6482;S;S
8481;S;S
42464;S;S
66120;S;S
42444;S;
41129;S;S
42398;S;
58842;S;
38800;S;
7420;S;S
10249;S;S
28555;S;S
34331;S;
6604;S;
7877;S;S
5968;S;
66677;S;S
19724;S;
22052;S;
41954;S;
42506;S;
68825;S;
6222;S;S
22062;S;S
22062;S;
62605;S;S
56841;S;S
22083;S;
6014;S;S
41212;S;S
42112;S;S
39270;S;S
42023;S;
42074;S;
62974;S;S
25174;S;S
52496;S;
34464;S;
5587;S;S
29383;S;
5972;S;
63266;S;
9703;S;S
42054;S;
38839;S;S
42604;S;
29693;S;
8188;S;
37726;S;S
22507;S;S
42494;S;
5907;S;S
47187;S;
7619;S;
68921;S;S
19746;S;S
49486;S;
42147;S;
6116;S;S
1036;S;S
41899;S;
41985;S;
38001;S;
42224;S;
42092;S;S
607;S;S
17235;S;S
6587;S;
25000;S;S
42489;S;
29377;S;
174;S;S
13244;S;S
41937;S;
53677;S;S
45079;S;
9224;S;S
5556;S;
42126;S;
44799;S;
37819;S;
63209;S;S
24073;S;S
22991;S;S
49756;S;
9567;S;
49044;S;S
34232;S;
66089;S;
22509;S;S
9855;S;S
42234;S;
42379;S;
42379;S;
17067;S;S
19373;S;S
10248;S;
22093;S;S
25804;S;
22114;S;S
16907;S;S
4906;S;
21314;S;S
13629;S;S
29113;S;S
5979;S;S
65754;S;S
62256;S;
3969;S;
21400;S;S
6134;S;
69917;S;
19709;S;S
5465;S;S
6421;S;S
9689;S;S
15188;S;S
6098;S;S
62992;S;S
66847;S;
9890;S;
43428;S;
42441;S;S
9530;S;S
41952;S;S
47699;S;S
6542;S;S
26778;S;
42522;S;S
14740;S;S
54722;S;S
13548;S;S
13689;S;S
42044;S;S
41824;S;S
41980;S;
24707;S;S
42374;S;
38769;S;
57680;S;
39125;S;S
6239;S;S
5545;S;S
29435;S;
71783;S;
62183;S;
3938;S;
42214;S;
67860;S;S
42443;S;S
3573;S;S
164;S;S
57481;S;
69258;S;S
9489;S;
43806;S;
51819;S;
34071;S;
63140;S;S
29398;S;
10143;S;S
6369;S;S
16140;S;
62018;S;
69754;S;S
7841;S;S
29283;S;S
49421;S;
51999;S;S
5912;S;
5581;S;S
16818;S;
22262;S;S
43465;S;
49809;S;S
3603;S;S
34441;S;
6225;S;S
21897;S;
15142;S;S
6173;S;S
41087;S;
3919;S;S
9195;S;S
29595;S;
34133;S;S
19799;S;S
6361;S;S
49568;S;
43540;S;
23261;S;S
54701;S;
20023;S;S
10295;S;S
42254;S;S
41039;S;
64118;S;S
6356;S;
42308;S;
39243;S;S
6383;S;S
63287;S;
62116;S;
66639;S;
5512;S;S
7789;S;S
17198;S;S
19699;S;
41942;S;S
8746;S;S
43594;S;
62643;S;
45090;S;
9913;S;
46175;S;
54879;S;
57480;S;S
66031;S;
23912;S;S
57639;S;
57589;S;S
38669;S;
118;S;S
9588;S;S
5535;S;S
6790;S;S
66318;S;S
41016;S;
38944;S;S
42028;S;
42028;S;
39208;S;
46201;S;
42502;S;S
59355;S;
17035;S;S
64440;S;S
33070;S;
10104;S;S
19577;S;S
47282;S;
42466;S;S
38823;S;
15286;S;S
57184;S;S
53665;S;
57485;S;S
5093;S;S
42515;S;
6131;S;
32914;S;
25787;S;S
25272;S;S
54806;S;
6540;S;S
73096;S;S
26976;S;S
33137;S;S
14955;S;S
37909;S;
47999;S;
57568;S;
12376;S;S
10512;S;S
5653;S;S
19573;S;S
19573;S;
59434;S;
17048;S;
11952;S;S
22513;S;
16133;S;
62015;S;S
41276;S;S
12297;S;
42767;S;
52401;S;
29701;S;
21652;S;S
41873;S;S
5531;S;
15982;S;
53673;S;S
39255;S;
8477;S;
23909;S;S
43742;S;
42465;S;
52011;S;
42451;S;
41215;S;
6536;S;
43868;S;S
39093;S;
3628;S;S
70351;S;
41950;S;S
45303;S;
13914;S;S
54875;S;
65842;S;
12048;S;S
29567;S;
41148;S;
11379;S;S
12490;S;
42144;S;
41140;S;S
42530;S;S
15990;S;
42405;S;S
42387;S;
65738;S;
22205;S;
22078;S;S
57295;S;S
42520;S;
34617;S;S
6028;S;
21841;S;S
42052;S;S
42095;S;
6162;S;S
40929;S;S
34601;S;
6545;S;
23904;S;S
12389;S;S
11771;S;
12382;S;S
62846;S;S
62846;S;
22363;S;S
41955;S;S
64132;S;S
6400;S;
57658;S;S
11230;S;S
5044;S;S
69114;S;
6045;S;S
57379;S;
41896;S;
6433;S;S
43912;S;
28684;S;S
41257;S;S
13363;S;S
13363;S;
71630;S;
71630;S;
143;S;S
4437;S;S
22234;S;S
66718;S;
16823;S;
19789;S;
5152;S;S
45046;S;
5483;S;S
50798;S;
22098;S;
22098;S;S
29427;S;
20030;S;S
63476;S;S
34196;S;S
6650;S;
52527;S;
42594;S;S
63311;S;S
21379;S;S
17178;S;
42383;S;
16050;S;
17031;S;S
25163;S;S
5950;S;S
27244;S;
57706;S;
6022;S;S
41883;S;
6385;S;S
69134;S;S
66067;S;
34750;S;S
63229;S;
59865;S;S
12512;S;S
21365;S;S
65120;S;
18744;S;S
42524;S;S
72138;S;
20024;S;S
22215;S;
5228;S;S
5292;S;S
21579;S;S
41863;S;S
69033;S;
24786;S;S
6052;S;
10405;S;S
40755;S;
6532;S;
22269;S;S
11927;S;S
11710;S;
6616;S;S
62252;S;
49811;S;
5127;S;S
27647;S;S
42125;S;S
25144;S;S
34728;S;S
34745;S;
62867;S;S
6071;S;
11147;S;
16866;S;S
63380;S;S
17174;S;S
11468;S;
19549;S;S
42517;S;S
64575;S;
39572;S;S
1030;S;
11233;S;S
11494;S;
4995;S;
21183;S;S
19397;S;S
47625;S;S
46302;S;
67913;S;S
8319;S;S
42001;S;S
22147;S;S
66051;S;S
12331;S;S
16651;S;
22236;S;S
56392;S;
42528;S;S
42488;S;S
65666;S;
27323;S;
10696;S;S
41948;S;S
25240;S;S
62851;S;
19524;S;
12549;S;S
47788;S;S
19459;S;S
47370;S;
43470;S;
4985;S;
4024;S;S
34191;S;
16088;S;S
50584;S;
11980;S;S
22082;S;S
53785;S;S
52;S;S
40973;S;
16814;S;
16814;S;
10625;S;S
66130;S;S
73454;S;
57692;S;
3870;S;S
22474;S;S
46528;S;
47772;S;S
46037;S;S
34739;S;S
16031;S;
13294;S;S
5230;S;S
44055;S;
59876;S;
12185;S;S
57515;S;
24015;S;
24940;S;
5078;S;S
5078;S;
40731;S;S
4070;S;S
26925;S;
18846;S;
24227;S;S
69129;S;
19467;S;S
22395;S;
23033;S;S
63290;S;
34065;S;
34065;S;
11929;S;S
11955;S;
42320;S;
6721;S;S
19890;S;
43619;S;
34281;S;
12367;S;S
44766;S;
21442;S;S
21442;S;
42532;S;S
45130;S;
40733;S;
71827;S;
34248;S;S
10723;S;S
40922;S;
66368;S;
62159;S;S
173;S;S
73318;S;
42369;S;S
21486;S;
11280;S;S
19422;S;
41167;S;
42098;S;
47373;S;
7734;S;
5011;S;S
42232;S;
34571;S;
16811;S;
14759;S;
14759;S;S
42535;S;S
233;S;S
892;S;S
27648;S;S
54842;S;
42538;S;
47371;S;
54952;S;S
16763;S;S
42291;S;
41271;S;S
15858;S;S
11738;S;S
41113;S;
11935;S;S
48954;S;S
59677;S;
44995;S;
63129;S;S
34677;S;
34677;S;
40527;S;S
47754;S;S
49784;S;S
19500;S;S
42534;S;S
24067;S;S
5112;S;
466;S;S
62903;S;
24182;S;
15327;S;S
22311;S;S
13796;S;S
5248;S;S
54783;S;
68812;S;S
7384;S;
50657;S;
10622;S;
23040;S;S
22422;S;S
34430;S;
42386;S;S
42386;S;
47589;S;
40408;S;
16661;S;S
10357;S;S
46350;S;
62782;S;
54886;S;
71823;S;
46749;S;
53703;S;
11774;S;S
49447;S;
21783;S;
21656;S;S
41957;S;
15870;S;
26968;S;S
28046;S;
19526;S;
34085;S;S
19955;S;S
34558;S;
16831;S;S
25243;S;
42372;S;S
19780;S;S
46312;S;S
27483;S;S
59670;S;S
63214;S;
13372;S;S
766;S;S
16037;S;S
19592;S;S
42053;S;S
63315;S;S
71852;S;S
45329;S;
4142;S;
13575;S;S
25271;S;S
42358;S;
34561;S;
12613;S;S
16919;S;S
49540;S;S
5371;S;
10400;S;
22490;S;S
27109;S;
12338;S;S
13813;S;S
40981;S;S
71212;S;
20007;S;S
69907;S;S
50808;S;S
3556;S;
22560;S;
17263;S;
41115;S;
11378;S;S
10555;S;S
11375;S;
13110;S;S
24220;S;
67870;S;
67870;S;S
48080;S;
57372;S;S
19560;S;S
40984;S;
21435;S;S
16808;S;
66109;S;S
57202;S;
6552;S;
7786;S;S
24433;S;
24433;S;S
66574;S;
64010;S;S
54899;S;S
12205;S;S
25285;S;S
17199;S;S
42226;S;S
5083;S;S
11747;S;S
19465;S;
862;S;S
26663;S;
62249;S;S
57668;S;
21284;S;
66307;S;S
30518;S;S
22442;S;S
10401;S;S
40893;S;S
40914;S;S
13451;S;S
27623;S;S
27623;S;
64202;S;
4119;S;
4119;S;
34307;S;S
65851;S;
43914;S;
43914;S;
65853;S;
43832;S;S
66385;S;
67726;S;
43750;S;
25237;S;
11324;S;S
21971;S;S
41177;S;
41146;S;S
71731;S;
42401;S;
765;S;S
30623;S;
21976;S;S
52317;S;
69249;S;
685;S;S
19969;S;S
12181;S;S
24232;S;S
42106;S;S
12713;S;S
49861;S;
19557;S;S
11766;S;S
39445;S;
30413;S;
42392;S;S
30986;S;S
42221;S;
30276;S;
42315;S;
42208;S;S
41183;S;
31030;S;
27503;S;
15137;S;S
15137;S;
52573;S;
15276;S;S
42273;S;S
42273;S;
8225;S;S
40842;S;
62824;S;
24158;S;S
31101;S;S
38700;S;
44967;S;
41041;S;
8198;S;S
19538;S;S
41207;S;
19982;S;
46200;S;S
6394;S;S
31107;S;
64548;S;S
13623;S;S
11316;S;
27366;S;
19733;S;S
19733;S;
41953;S;S
40799;S;
42241;S;S
52399;S;
66149;S;S
14752;S;S
12244;S;
22407;S;
14635;S;S
10478;S;S
7487;S;S
11908;S;S
8260;S;S
15062;S;S
21324;S;S
29799;S;
29644;S;
66110;S;S
62248;S;
46301;S;
4989;S;S
57638;S;S
3972;S;
34708;S;
64930;S;
29862;S;
11173;S;S
30826;S;S
30523;S;
72089;S;
11703;S;S
49481;S;
10412;S;S
4131;S;
70063;S;
27486;S;
27486;S;
52632;S;S
4827;S;S
63313;S;S
10483;S;S
49427;S;S
69836;S;
135;S;S
10425;S;S
3555;S;
52073;S;
71928;S;S
22096;S;S
14083;S;
27017;S;
10580;S;S
24466;S;
10640;S;S
20013;S;
11512;S;S
46299;S;
54547;S;
46261;S;
52741;S;
5244;S;S
19737;S;S
31131;S;
25184;S;S
22891;S;
34409;S;
3549;S;
7695;S;
5267;S;S
40784;S;S
73498;S;
16090;S;S
67958;S;
56443;S;S
29785;S;
10376;S;S
31022;S;
19466;S;
6971;S;S
64896;S;
11214;S;S
11566;S;S
53409;S;
29672;S;
45041;S;S
10710;S;
31135;S;S
49870;S;
13120;S;
29599;S;
25517;S;
46507;S;S
46507;S;
10620;S;
21775;S;S
31008;S;
42544;S;
12397;S;S
22237;S;S
30536;S;
4374;S;S
21821;S;S
8233;S;
22420;S;
11383;S;S
54693;S;
34541;S;
21798;S;S
49401;S;S
30256;S;S
30658;S;
34727;S;S
34338;S;
4188;S;S
11694;S;S
11938;S;S
19462;S;S
70276;S;S
62106;S;
30127;S;
46519;S;
29606;S;S
29801;S;
68851;S;
68851;S;
11723;S;S
27666;S;S
4232;S;S
20021;S;
16858;S;S
22412;S;S
8452;S;S
12372;S;S
53683;S;S
15414;S;
34284;S;S
62621;S;S
15069;S;S
49867;S;S
10600;S;S
779;S;S
67858;S;
30984;S;
57570;S;S
30517;S;
11668;S;
30809;S;S
22051;S;S
7680;S;S
21223;S;
30966;S;
11915;S;S
71638;S;
57548;S;S
22266;S;S
38752;S;
19647;S;
721;S;
50678;S;
40518;S;S
46521;S;
15239;S;S
22293;S;S
62147;S;S
22117;S;
5385;S;
30613;S;
4086;S;S
54955;S;S
38916;S;S
30514;S;S
24901;S;
68777;S;
63204;S;
22467;S;S
63325;S;S
11323;S;S
38911;S;S
11228;S;S
12370;S;
22144;S;
11496;S;
54521;S;
7741;S;S
15159;S;S
30858;S;
12165;S;S
46338;S;
68783;S;S
7791;S;S
7879;S;S
54823;S;S
59846;S;
59846;S;
5455;S;S
30541;S;
12096;S;
62910;S;S
11721;S;S
30673;S;S
29683;S;
45132;S;
11943;S;S
21831;S;S
19853;S;S
11275;S;S
47780;S;
4015;S;S
29750;S;
16213;S;S
27630;S;
40481;S;
54821;S;
60024;S;S
11750;S;S
11598;S;S
24803;S;S
30434;S;
25208;S;
16932;S;
52375;S;S
11755;S;
13377;S;
967;S;S
46264;S;
18793;S;
57569;S;S
21413;S;
11551;S;S
28035;S;
60019;S;
4027;S;S
12023;S;
12378;S;S
69055;S;
69055;S;S
29632;S;
59458;S;
34444;S;
24504;S;S
42132;S;
11681;S;
66105;S;
24328;S;
10899;S;S
19978;S;S
21853;S;S
53932;S;
4915;S;S
19454;S;
34139;S;S
65809;S;
17194;S;S
22554;S;
44649;S;
62049;S;
62049;S;S
11682;S;S
57635;S;
9662;S;
62785;S;
30881;S;
34713;S;
47594;S;
30964;S;
629;S;
21940;S;
53560;S;
63177;S;
30730;S;
40904;S;S
29677;S;
27238;S;S
687;S;S
31069;S;
46277;S;
14790;S;
29697;S;S
30439;S;
6365;S;S
14042;S;S
29491;S;
8332;S;
19393;S;
11584;S;
713;S;
713;S;S
11692;S;S
49103;S;
22271;S;
6287;S;S
29646;S;
34608;S;
12168;S;S
12229;S;S
53661;S;S
16928;S;
58521;S;
49764;S;
19869;S;
11406;S;S
27952;S;S
31132;S;S
33206;S;
45087;S;
39467;S;
22305;S;S
45311;S;
12207;S;
12207;S;
58808;S;
30851;S;
39039;S;
68823;S;S
68823;S;
5006;S;
1074;S;
43804;S;S
11992;S;S
19426;S;
56369;S;S
30995;S;S
22112;S;
45954;S;
14207;S;S
54805;S;S
25164;S;S
10670;S;
33173;S;
13151;S;
57309;S;
10524;S;S
30587;S;
71803;S;
666;S;S
13908;S;S
45279;S;
69167;S;S
12144;S;S
30003;S;
57655;S;
64119;S;
24710;S;
30617;S;
62915;S;
43528;S;
57543;S;S
22437;S;S
10368;S;S
12328;S;S
52294;S;
48939;S;S
43867;S;
6280;S;S
7900;S;S
19691;S;
11785;S;S
43933;S;S
11991;S;
62098;S;
4542;S;
57406;S;
52005;S;S
57284;S;
52382;S;S
40346;S;
10494;S;S
64050;S;S
40877;S;S
31113;S;
52191;S;
30478;S;
12021;S;
12021;S;S
6411;S;
42789;S;
31118;S;
63349;S;S
57234;S;
43825;S;S
69420;S;S
11473;S;
11473;S;
12323;S;S
40895;S;S
29574;S;
14665;S;S
19988;S;S
69916;S;S
4238;S;S
19693;S;S
52396;S;
52569;S;S
29545;S;
63104;S;S
8330;S;
11904;S;S
15980;S;
12094;S;
63038;S;S
31106;S;
52141;S;
10489;S;
13924;S;S
25523;S;
61971;S;
11909;S;S
10602;S;S
11477;S;
54941;S;
19675;S;
67427;S;S
11643;S;
25171;S;
30774;S;S
15937;S;
11739;S;S
53623;S;S
12025;S;S
24764;S;
50900;S;
6398;S;S
54891;S;S
22400;S;S
22504;S;S
43907;S;S
47719;S;
40779;S;
31033;S;S
34654;S;
12079;S;
11794;S;S
48144;S;
6271;S;S
52390;S;
19884;S;S
60011;S;
15213;S;S
29478;S;S
54925;S;S
12175;S;S
22244;S;S
63526;S;S
13890;S;S
29476;S;
11192;S;S
27695;S;
12085;S;S
62;S;S
24959;S;S
54895;S;
31133;S;
21863;S;S
24943;S;
67960;S;
19530;S;S
57699;S;
64135;S;
63221;S;
65126;S;S
899;S;S
30569;S;
10601;S;S
16228;S;S
72024;S;S
50797;S;
67993;S;
40442;S;
10705;S;S
47248;S;
196;S;
48015;S;S
11957;S;
8245;S;S
42727;S;
11568;S;
14806;S;S
11171;S;S
30983;S;
7629;S;S
22274;S;S
30501;S;
4998;S;S
12011;S;S
27624;S;
47579;S;
62825;S;S
4939;S;S
14072;S;S
70545;S;S
21848;S;
43719;S;
12017;S;S
12017;S;
10365;S;S
12172;S;
8149;S;
22483;S;S
12208;S;
24308;S;S
49787;S;
47913;S;S
57690;S;
4740;S;
53298;S;
11790;S;
24528;S;
21986;S;S
53318;S;
29690;S;S
27478;S;
11582;S;S
12014;S;S
22508;S;S
7883;S;S
12361;S;
19585;S;S
21679;S;
50786;S;
11907;S;
62003;S;
13272;S;S
65831;S;S
19772;S;
56445;S;
19734;S;
22538;S;S
29568;S;
69728;S;
62022;S;
15271;S;S
6233;S;S
30854;S;
12177;S;
12392;S;
12392;S;S
19743;S;S
30972;S;S
30520;S;
30685;S;S
54863;S;S
43799;S;
47330;S;S
11660;S;S
54957;S;S
12369;S;
34170;S;
53614;S;
71900;S;
26730;S;S
11393;S;S
69032;S;
12286;S;
64180;S;
589;S;
30848;S;
24217;S;
6294;S;S
34631;S;
53433;S;S
47806;S;
30452;S;
12012;S;S
49645;S;
47830;S;
11634;S;S
65778;S;
29541;S;
29561;S;
30731;S;S
34030;S;S
11910;S;S
64891;S;
8179;S;
31050;S;
11219;S;S
56633;S;
40506;S;S
31077;S;
39164;S;
10354;S;S
10616;S;
10573;S;
26960;S;
72139;S;
43924;S;S
59289;S;
19279;S;S
63179;S;
71574;S;
19582;S;S
6667;S;S
11917;S;S
23962;S;
14061;S;S
70300;S;
21708;S;
802;S;S
42806;S;S
33145;S;S
30910;S;
16756;S;S
30593;S;S
54820;S;S
30562;S;
46895;S;
12377;S;S
50790;S;
13213;S;S
866;S;S
50804;S;S
29554;S;
11685;S;S
